Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status,FatherQual,PrevQual,MotherQual,Course_Field,MotherOcc_Simple,FatherOcc_Simple,ApplicationMode_Simple,ApplicationOrder_Simple,MaritalStatus_Simple,Nationality_Simple
Single,1st phase—general contingent,5,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Skilled Industry Workers,Unskilled Workers,Yes,No,Yes,No,Female,No,18,No,0,7,7,0,0.0,0,0,8,8,0,0.0,0,9.4,-0.8,-3.12,Dropout,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,LowSkill,General,5,Single,Portuguese
Single,1st phase—general contingent,4,Journalism and Communication,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,No,20,No,0,6,6,6,13.571428571428571,0,0,6,6,6,13.333333333333334,0,13.9,-0.3,0.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,Skilled,General,4,Single,Portuguese
Single,2nd phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Technicians & Professionals,Armed Forces,No,No,No,Yes,Female,No,20,No,0,6,6,5,10.8,0,0,6,6,4,11.5,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,Technical,ArmedForces,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Legislative/Executive Officers,Legislative/Executive Officers,Yes,No,No,Yes,Female,No,21,No,0,5,4,3,11.333333333333334,1,0,5,5,3,13.333333333333334,0,12.7,3.7,-1.7,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Health,ArmedForces,ArmedForces,General,1,Single,Portuguese
Married,1st phase—general contingent,1,Management (evening attendance),Evening,Higher education—bachelor’s degree,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Farmers/Ag Workers,Technicians & Professionals,No,No,No,Yes,Female,No,31,No,4,10,10,5,11.4,0,4,10,10,6,12.833333333333334,0,9.4,-0.8,-3.12,Dropout,Basic,HigherEd,Secondary/Technical,Management,LowSkill,Technical,General,1,Married,Portuguese
Single,1st phase—general contingent,1,Oral Hygiene,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Skilled Industry Workers,Unskilled Workers,No,No,No,Yes,Female,Yes,20,No,0,7,7,7,10.642857142857142,0,0,8,8,8,11.55,0,12.7,3.7,-1.7,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,LowSkill,General,1,Single,Portuguese
Single,2nd phase—general contingent,5,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,General commerce course,8th year,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,19,No,0,5,5,3,10.5,0,0,5,4,4,11.75,1,7.6,2.6,0.32,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,General,5,Single,Portuguese
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,14.65,0,0,7,7,6,14.65,0,7.6,2.6,0.32,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,1,Single,Portuguese
Single,2nd phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,7,13.714285714285714,0,0,8,8,8,14.863636363636363,0,16.2,0.3,-0.92,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,Skilled,Skilled,General,3,Single,Portuguese
Single,Change in course,1,Social Service,Daytime,Secondary education,Portuguese,2nd cycle general high school,Unknown,Student,Student,No,No,No,Yes,Female,No,30,No,9,16,16,15,12.266666666666667,0,11,13,13,13,12.071428571428571,0,9.4,-0.8,-3.12,Graduate,Unknown,Secondary/Technical,Secondary/Technical,Social,Unemployed,Unemployed,Transfer/Other,1,Single,Portuguese
Single,2nd phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Unskilled Workers,Machine Operators,Yes,No,No,Yes,Female,No,21,No,0,6,6,6,10.375,0,0,6,6,3,11.666666666666666,0,12.7,3.7,-1.7,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,General,1,Single,Portuguese
Single,3rd phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Service/Sales/Security,Yes,No,No,Yes,Female,No,19,No,0,5,5,5,11.0,0,0,5,5,5,15.4,0,12.4,0.5,1.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,General,1,Single,Portuguese
Single,1st phase—general contingent,6,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Administrative Staff,Unskilled Workers,Yes,No,Yes,Yes,Female,No,22,No,0,5,5,5,13.8,0,0,5,5,5,13.0,0,7.6,2.6,0.32,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,LowSkill,General,6,Single,Portuguese
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Administrative Staff,Unskilled Workers,No,No,No,Yes,Female,Yes,18,No,0,6,6,6,12.666666666666666,0,0,6,6,6,12.833333333333334,0,11.1,0.6,2.02,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,Skilled,LowSkill,General,1,Single,Portuguese
Single,2nd phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Technicians & Professionals,Administrative Staff,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,11.75,0,0,6,6,5,12.0,0,12.7,3.7,-1.7,Graduate,Secondary/Technical,Secondary/Technical,HigherEd,Social,Technical,Skilled,General,1,Single,Portuguese
Single,1st phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Machine Operators,Yes,No,No,Yes,Female,Yes,19,No,0,8,8,7,12.785714285714286,0,0,8,8,7,12.785714285714286,0,12.7,3.7,-1.7,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,3,Single,Portuguese
Single,1st phase—general contingent,1,Equiniculture,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Scientific Specialists,Administrative Staff,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,14.444444444444445,0,0,6,6,6,13.333333333333334,0,16.2,0.3,-0.92,Graduate,Secondary/Technical,Secondary/Technical,HigherEd,Agriculture,Professional,Skilled,General,1,Single,Portuguese
Single,1st phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Female,No,21,No,0,7,7,6,13.25,0,0,8,8,8,13.8375,0,13.9,-0.3,0.79,Enrolled,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,Skilled,Skilled,General,6,Single,Portuguese
Single,2nd phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Bachelor’s Degree,Basic Edu 2nd Cycle,Scientific Specialists,Armed Forces,Yes,No,No,Yes,Female,No,18,No,0,7,7,7,12.50625,0,0,8,8,5,13.2,0,13.9,-0.3,0.79,Enrolled,Basic,Secondary/Technical,HigherEd,Health,Professional,ArmedForces,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education,Higher Edu Degree (1st cycle),Administrative Staff,Technicians & Professionals,Yes,No,No,Yes,Female,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate,HigherEd,Secondary/Technical,Secondary/Technical,Arts,Skilled,Technical,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,No,18,No,0,5,4,4,12.75,1,0,5,5,4,11.75,0,12.7,3.7,-1.7,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,Skilled,General,1,Single,Portuguese
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Higher education—degree,Portuguese,Bachelor’s Degree,Higher Education Degree,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Female,No,25,No,1,6,6,6,16.857142857142858,0,1,6,6,6,16.5,0,13.9,-0.3,0.79,Graduate,HigherEd,HigherEd,HigherEd,Health,Skilled,Skilled,Unknown,1,Single,Portuguese
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Technicians & Professionals,No,No,No,Yes,Female,No,19,No,0,6,6,6,13.166666666666666,0,0,6,6,6,15.0,0,16.2,0.3,-0.92,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,Skilled,Technical,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Scientific Specialists,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,19,No,0,6,6,5,12.2,0,0,6,6,4,11.5,0,7.6,2.6,0.32,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Education,Professional,Skilled,General,1,Single,Portuguese
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Armed Forces,Yes,No,No,Yes,Female,No,26,No,0,6,6,6,16.5,0,0,6,6,6,14.285714285714286,0,8.9,1.4,3.51,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,LowSkill,ArmedForces,Unknown,1,Single,Portuguese
Single,2nd phase—general contingent,2,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Service/Sales/Security,Yes,No,No,Yes,Female,No,21,No,0,5,5,4,11.75,0,0,5,5,5,11.6,0,12.4,0.5,1.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,LowSkill,General,2,Single,Portuguese
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Scientific Specialists,Unskilled Workers,No,No,No,Yes,Female,No,19,No,0,5,5,1,11.0,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,Professional,LowSkill,General,1,Single,Portuguese
Single,2nd phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,Yes,19,No,0,8,8,7,15.114285714285714,0,0,8,8,7,15.114285714285714,0,12.7,3.7,-1.7,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Machine Operators,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,15.5,0,0,6,6,6,14.285714285714286,0,16.2,0.3,-0.92,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,General,1,Single,Portuguese
Married,Change in course,1,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Skilled Industry Workers,No,No,No,Yes,Female,Yes,32,No,3,10,10,7,11.142857142857142,0,4,10,10,8,12.0,0,10.8,1.4,1.74,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,Skilled,Transfer/Other,1,Married,Portuguese
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Service/Sales/Security,Service/Sales/Security,No,No,No,Yes,Female,Yes,18,No,0,6,6,6,11.333333333333334,0,0,6,6,6,11.333333333333334,0,15.5,2.8,-4.06,Graduate,Secondary/Technical,Secondary/Technical,HigherEd,Social,LowSkill,LowSkill,General,1,Single,Portuguese
Single,1st phase—general contingent,5,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Technicians & Professionals,Administrative Staff,No,No,No,Yes,Female,No,20,No,0,7,7,5,12.04,0,0,7,7,6,11.77142857142857,0,12.4,0.5,1.79,Enrolled,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,Technical,Skilled,General,5,Single,Portuguese
Single,2nd phase—general contingent,3,Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Skilled Industry Workers,Skilled Industry Workers,No,No,No,Yes,Female,No,20,No,0,5,5,5,11.166666666666666,0,0,5,5,4,10.75,0,15.5,2.8,-4.06,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,General,3,Single,Portuguese
Divorced,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Administrative Staff,Armed Forces,No,No,Yes,Yes,Female,Yes,34,No,0,5,5,5,10.6,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,ArmedForces,Unknown,1,Separated/Divorced,Portuguese
Single,1st phase—general contingent,1,Equiniculture,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,20,No,0,5,5,4,12.5,0,0,5,5,2,13.0,0,12.7,3.7,-1.7,Enrolled,Secondary/Technical,Secondary/Technical,Secondary/Technical,Agriculture,LowSkill,LowSkill,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Administrative Staff,Administrative Staff,Yes,No,Yes,No,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Dropout,Secondary/Technical,Secondary/Technical,HigherEd,Arts,Skilled,Skilled,General,1,Single,Portuguese
Single,2nd phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Bachelor’s Degree,Secondary Education,Armed Forces Sergeants,ICT Technicians,No,No,Yes,Yes,Female,Yes,18,No,0,6,6,6,15.666666666666666,0,0,6,6,6,13.833333333333334,0,8.9,1.4,3.51,Graduate,Secondary/Technical,Secondary/Technical,HigherEd,Communication,ArmedForces,Technical,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,Yes,No,No,Yes,Female,No,21,No,6,12,12,12,15.333333333333334,0,4,11,11,11,15.0,0,8.9,1.4,3.51,Graduate,HigherEd,Secondary/Technical,HigherEd,Arts,Professional,Professional,General,1,Single,Portuguese
Single,1st phase—general contingent,5,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Technicians & Professionals,Machine Operators,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,12.183333333333332,0,0,7,7,6,11.783333333333331,0,16.2,0.3,-0.92,Enrolled,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,Technical,LowSkill,General,5,Single,Portuguese
Single,1st phase—general contingent,2,Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,No,18,No,0,5,5,2,10.0,0,0,5,5,3,11.333333333333334,0,7.6,2.6,0.32,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,General,2,Single,Portuguese
Single,Change in course,1,Agronomy,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Female,No,21,No,9,14,12,9,12.0,2,6,12,12,8,11.25,0,15.5,2.8,-4.06,Graduate,Basic,Secondary/Technical,Secondary/Technical,Agriculture,Skilled,Skilled,Transfer/Other,1,Single,Portuguese
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,No,22,No,0,5,5,3,10.333333333333334,0,0,5,5,2,10.0,0,7.6,2.6,0.32,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,General,1,Single,Portuguese
Single,2nd phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Male,No,21,No,0,6,6,6,11.166666666666666,0,0,6,6,3,14.666666666666666,0,7.6,2.6,0.32,Enrolled,Secondary/Technical,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,General,1,Single,Portuguese
Single,Change in course,1,Communication Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,Yes,20,No,0,6,6,3,11.0,0,0,6,6,2,11.333333333333334,0,10.8,1.4,1.74,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese
Single,1st phase—general contingent,2,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,Yes,21,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,Basic,Secondary/Technical,Secondary/Technical,Arts,LowSkill,LowSkill,General,2,Single,Portuguese
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Brazilian,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,20,Yes,0,6,6,6,12.857142857142858,0,0,6,6,5,11.8,0,8.9,1.4,3.51,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,General,1,Single,SouthAmerica
Single,1st phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,19,No,0,8,8,7,14.328571428571427,0,0,8,8,7,14.328571428571427,0,10.8,1.4,1.74,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,4,Single,Portuguese
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Service/Sales/Security,Skilled Industry Workers,No,No,No,Yes,Female,Yes,20,No,0,6,6,6,15.0,0,0,6,6,6,16.333333333333332,0,13.9,-0.3,0.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,Skilled,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,19,No,0,5,4,5,13.6,1,0,5,5,5,12.4,0,12.7,3.7,-1.7,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Scientific Specialists,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,18,No,0,5,3,5,12.857142857142858,2,0,5,5,4,13.25,0,9.4,-0.8,-3.12,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,Professional,Skilled,General,1,Single,Portuguese
Single,2nd phase—general contingent,2,Basic Education,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Scientific Specialists,Technicians & Professionals,Yes,No,No,Yes,Female,No,18,No,0,6,6,2,14.5,0,0,6,6,1,10.0,0,15.5,2.8,-4.06,Dropout,Secondary/Technical,Secondary/Technical,HigherEd,Education,Professional,Technical,General,2,Single,Portuguese
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Machine Operators,No,Yes,No,Yes,Female,No,24,No,0,5,5,3,10.666666666666666,0,0,5,5,3,10.5,0,10.8,1.4,1.74,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,Unknown,1,Single,Portuguese
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Scientific Specialists,No,No,Yes,No,Female,Yes,21,No,0,6,6,6,13.428571428571429,0,0,6,6,6,11.333333333333334,0,8.9,1.4,3.51,Dropout,Secondary/Technical,Secondary/Technical,Secondary/Technical,Management,Skilled,Professional,General,1,Single,Portuguese
Single,1st phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Machine Operators,Skilled Industry Workers,Yes,No,No,Yes,Male,Yes,18,No,0,7,7,7,11.716666666666663,0,0,8,8,4,10.868,0,15.5,2.8,-4.06,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,Skilled,General,3,Single,Portuguese
Single,2nd phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Administrative Staff,Machine Operators,Yes,No,No,Yes,Male,Yes,20,No,0,5,5,4,12.0,0,0,5,5,5,12.8,0,11.1,0.6,2.02,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,LowSkill,General,1,Single,Portuguese
Single,3rd phase—general contingent,2,Basic Education,Daytime,Secondary education,Portuguese,Secondary Education,Higher Education Degree,Unskilled Workers,Scientific Specialists,Yes,No,Yes,No,Female,No,20,No,0,6,6,5,13.2,0,0,6,6,4,10.75,0,10.8,1.4,1.74,Dropout,HigherEd,Secondary/Technical,Secondary/Technical,Education,LowSkill,Professional,General,2,Single,Portuguese
Single,2nd phase—general contingent,3,Tourism,Daytime,Secondary education,Portuguese,Other—11th Year,Basic Edu 2nd Cycle,Service/Sales/Security,Skilled Industry Workers,Yes,No,Yes,Yes,Female,No,18,No,0,6,6,5,12.2,0,0,6,6,4,12.25,0,12.4,0.5,1.79,Dropout,Basic,Secondary/Technical,Secondary_Incomplete,Management,LowSkill,Skilled,General,3,Single,Portuguese
Single,Over 23 years old,1,Oral Hygiene,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Unskilled Workers,Farmers/Ag Workers,Yes,No,No,Yes,Female,Yes,25,No,0,7,7,5,12.58,0,0,7,7,6,12.157142857142857,0,8.9,1.4,3.51,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,Unknown,1,Single,Portuguese
Single,2nd phase—general contingent,5,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Service/Sales/Security,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,19,No,0,6,6,5,11.333333333333334,0,0,6,6,6,10.833333333333334,0,13.9,-0.3,0.79,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,Skilled,General,5,Single,Portuguese
Married,Over 23 years old,1,Biofuel Production Technologies,Daytime,Secondary education,Portuguese,Accounting & Admin course,Secondary Education,Unskilled Workers,Service/Sales/Security,No,No,Yes,Yes,Male,No,34,No,0,7,7,0,0.0,0,0,7,7,0,0.0,0,11.1,0.6,2.02,Dropout,Secondary/Technical,Secondary/Technical,Secondary/Technical,Energy,LowSkill,LowSkill,Unknown,1,Married,Portuguese
Single,1st phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Service/Sales/Security,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,6,12.428571428571429,0,0,8,8,8,14.0,0,13.9,-0.3,0.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,4,Single,Portuguese
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,Yes,18,No,0,6,6,6,13.0,0,0,6,6,6,13.0,0,13.9,-0.3,0.79,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,General,1,Single,Portuguese
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Technicians & Professionals,Armed Forces,No,No,No,Yes,Male,No,19,No,0,8,8,7,14.535714285714286,0,0,8,8,7,14.535714285714286,0,10.8,1.4,1.74,Graduate,Basic,Secondary/Technical,HigherEd,Health,Technical,ArmedForces,General,1,Single,Portuguese
Single,Change in course,1,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Male,Yes,19,No,0,7,7,5,11.2,0,0,7,7,5,11.2,0,7.6,2.6,0.32,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,Skilled,Transfer/Other,1,Single,Portuguese
Single,2nd phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Technicians & Professionals,Technicians & Professionals,No,No,No,Yes,Male,No,18,No,0,6,6,6,16.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate,HigherEd,Secondary/Technical,HigherEd,Communication,Technical,Technical,General,1,Single,Portuguese
Single,Over 23 years old,1,Equiniculture,Daytime,Basic education 3rd cycle,Portuguese,General commerce course,Higher Education Degree,Unskilled Workers,Scientific Specialists,Yes,No,Yes,Yes,Male,No,24,No,0,6,6,5,13.142857142857142,0,0,6,6,3,12.666666666666666,0,16.2,0.3,-0.92,Dropout,HigherEd,Basic,Secondary/Technical,Agriculture,LowSkill,Professional,Unknown,1,Single,Portuguese
Single,Change in course,1,Social Service (evening attendance),Evening,Secondary education,Spanish,2nd cycle general high school,Unknown,Student,Student,Yes,No,No,Yes,Male,No,25,Yes,8,14,14,11,11.6875,0,6,10,10,8,11.142857142857142,0,9.4,-0.8,-3.12,Graduate,Unknown,Secondary/Technical,Secondary/Technical,Social,Unemployed,Unemployed,Transfer/Other,1,Single,Europe
Single,Over 23 years old,1,Informatics Engineering,Daytime,Secondary education,Portuguese,Administration & Commerce course,Higher Education Degree,Unskilled Workers,Technicians & Professionals,Yes,No,No,Yes,Male,No,28,No,0,5,5,4,10.5,0,0,5,1,4,11.0,4,7.6,2.6,0.32,Enrolled,HigherEd,Secondary/Technical,Secondary/Technical,Engineering,LowSkill,Technical,Unknown,1,Single,Portuguese
