Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status,FatherQual,PrevQual,MotherQual,Course_Field,MotherOcc_Simple,FatherOcc_Simple,ApplicationMode_Simple,ApplicationOrder_Simple,MaritalStatus_Simple,Nationality_Simple,Pass Rate (1st Sem),Pass Rate (2nd Sem),Total Approved Units,Total Enrolled Units,Total Evaluated Units,Grade Difference,Load Category,Debt Risk,Tuition Stable,Socioeconomic Stress Score,Financial Hardship,Econ_Disadvantage
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Unskilled Workers,No,0,0,1,Male,1,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Arts,Skilled,LowSkill,General,1,Single,Portuguese,0.0,0.0,0,0,0,0.0,Low Load,0,0,16.5,-0.3260869565217391,1
Single,Change in course,1,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,0,1,0,Male,0,28,No,4,9,9,4,10.0,0,1,6,6,1,10.0,0,12.7,3.7,-1.7,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese,0.4444444444444444,0.16666666666666666,5,15,15,0.0,Low Load,0,0,16.4,-2.1764705882352944,2
Single,1st phase—special contingent (Madeira Island),2,Communication Design,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Technicians & Professionals,Legislative/Executive Officers,Yes,0,1,1,Male,0,19,No,0,6,6,5,11.2,0,0,6,6,6,12.0,0,9.4,-0.8,-3.12,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Communication,Technical,ArmedForces,SpecialRegional,2,Single,Portuguese,0.8333333333333334,1.0,11,12,12,0.8000000000000007,Low Load,0,0,8.6,0.25641025641025644,1
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Service/Sales/Security,Unskilled Workers,No,0,0,1,Male,1,19,No,0,6,6,6,11.833333333333334,0,0,6,6,3,13.0,0,15.5,2.8,-4.06,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,1,Single,Portuguese,1.0,0.5,9,12,12,1.166666666666666,Low Load,0,0,18.3,-0.6896551724137931,1
Single,1st phase—general contingent,6,Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Skilled Industry Workers,Skilled Industry Workers,No,1,0,1,Male,0,21,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,10.8,1.4,1.74,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,General,6,Single,Portuguese,0.0,0.0,0,10,10,0.0,Low Load,0,0,12.200000000000001,0.8045977011494252,1
Single,2nd phase—general contingent,4,Management,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Student,Administrative Staff,Yes,0,0,1,Male,0,22,No,0,5,5,2,10.5,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Secondary/Technical,Secondary/Technical,Secondary/Technical,Management,Unemployed,Skilled,General,4,Single,Portuguese,0.4,0.0,2,10,10,-10.5,Low Load,0,0,10.2,8.125,0
Single,2nd phase—general contingent,3,Informatics Engineering,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Technicians & Professionals,Technicians & Professionals,Yes,0,0,0,Male,0,18,No,0,5,5,5,12.5,0,0,5,5,5,13.571428571428571,0,12.4,0.5,1.79,Dropout,Secondary/Technical,Secondary/Technical,HigherEd,Engineering,Technical,Technical,General,3,Single,Portuguese,1.0,1.0,10,10,10,1.0714285714285712,Low Load,0,0,12.9,0.27932960893854747,1
Single,Over 23 years old,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Other—11th Year,Higher Education Degree,Service/Sales/Security,Scientific Specialists,Yes,0,0,1,Male,0,27,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,HigherEd,Secondary/Technical,Secondary_Incomplete,Arts,LowSkill,Professional,Unknown,1,Single,Portuguese,0.0,0.0,0,0,0,0.0,Low Load,0,0,8.6,0.25641025641025644,0
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education,Higher Education Degree,Scientific Specialists,Scientific Specialists,No,0,0,1,Male,0,19,No,4,10,10,5,11.0,0,2,7,7,2,10.0,0,8.9,1.4,3.51,Enrolled,HigherEd,Secondary/Technical,Secondary/Technical,Arts,Professional,Professional,General,1,Single,Portuguese,0.5,0.2857142857142857,7,17,17,-1.0,Low Load,0,0,10.3,0.39886039886039887,0
Married,Change in course,1,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,0,0,1,Male,0,30,No,6,10,10,9,12.333333333333334,0,7,10,10,8,12.0,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,Transfer/Other,1,Married,Portuguese,0.9,0.8,17,20,20,-0.3333333333333339,Medium Load,0,0,8.6,0.25641025641025644,0
Single,Over 23 years old,1,Equiniculture,Daytime,Technological specialization course,Portuguese,Secondary Education,Higher Education Degree,Administrative Staff,Legislative/Executive Officers,No,0,0,1,Male,0,28,No,0,6,6,0,0.0,0,0,6,5,1,10.0,1,16.2,0.3,-0.92,Dropout,HigherEd,Secondary/Technical,Secondary/Technical,Agriculture,Skilled,ArmedForces,Unknown,1,Single,Portuguese,0.0,0.16666666666666666,1,12,11,10.0,Low Load,0,0,16.5,-0.3260869565217391,0
Facto Union,Over 23 years old,1,Informatics Engineering,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,0,1,1,Male,1,34,No,0,5,5,1,17.0,0,0,5,5,2,11.0,0,9.4,-0.8,-3.12,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Engineering,LowSkill,LowSkill,Unknown,1,Facto Union,Portuguese,0.2,0.4,3,10,10,-6.0,Low Load,0,0,8.6,0.25641025641025644,2
Single,2nd phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,No,0,0,1,Male,0,21,No,0,5,5,5,11.0,0,0,5,5,3,11.428571428571429,0,10.8,1.4,1.74,Enrolled,Secondary/Technical,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,General,1,Single,Portuguese,1.0,0.6,8,10,10,0.4285714285714288,Low Load,0,0,12.200000000000001,0.8045977011494252,0
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,No,0,0,1,Male,1,20,No,0,6,6,5,11.142857142857142,0,0,6,6,6,11.571428571428571,0,16.2,0.3,-0.92,Graduate,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,General,1,Single,Portuguese,0.8333333333333334,1.0,11,12,12,0.4285714285714288,Low Load,0,0,16.5,-0.3260869565217391,1
Single,Change in course,1,Tourism,Daytime,Secondary education,Portuguese,Other—11th Year,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,No,0,0,0,Male,0,31,No,3,8,8,5,12.166666666666666,0,3,7,7,5,12.0,0,7.6,2.6,0.32,Dropout,Basic,Secondary/Technical,Secondary_Incomplete,Management,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese,0.625,0.7142857142857143,10,15,15,-0.16666666666666607,Low Load,0,0,10.2,8.125,1
Single,2nd phase—general contingent,1,Informatics Engineering,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,No,0,1,0,Male,0,21,No,0,5,5,2,11.0,0,0,5,3,2,11.5,2,7.6,2.6,0.32,Dropout,Secondary/Technical,Secondary/Technical,Secondary/Technical,Engineering,LowSkill,LowSkill,General,1,Single,Portuguese,0.4,0.4,4,10,8,0.5,Low Load,0,0,10.2,8.125,2
Single,Over 23 years old,2,Advertising and Marketing Management,Daytime,Basic education 3rd cycle,Portuguese,2nd cycle general high school,Unknown,Student,Student,Yes,0,0,0,Male,0,27,No,0,5,5,1,11.0,0,0,5,4,3,10.666666666666666,1,7.6,2.6,0.32,Dropout,Unknown,Basic,Secondary/Technical,Management,Unemployed,Unemployed,Unknown,2,Single,Portuguese,0.2,0.6,4,10,9,-0.3333333333333339,Low Load,0,0,10.2,8.125,1
Single,1st phase—general contingent,6,Journalism and Communication,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,0,0,1,Male,0,19,No,0,6,6,4,13.25,0,0,6,6,5,11.8,0,7.6,2.6,0.32,Graduate,Basic,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,6,Single,Portuguese,0.6666666666666666,0.8333333333333334,9,12,12,-1.4499999999999993,Low Load,0,0,10.2,8.125,0
Single,2nd phase—general contingent,4,Journalism and Communication,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Scientific Specialists,Skilled Industry Workers,Yes,0,0,1,Male,0,21,No,0,6,6,0,0.0,0,0,6,6,1,10.0,0,10.8,1.4,1.74,Enrolled,Secondary/Technical,Secondary/Technical,HigherEd,Communication,Professional,Skilled,General,4,Single,Portuguese,0.0,0.16666666666666666,1,12,12,10.0,Low Load,0,0,12.200000000000001,0.8045977011494252,0
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Administrative Staff,Yes,0,0,0,Male,0,21,No,0,6,6,2,12.5,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,Basic,Secondary/Technical,Secondary/Technical,Agriculture,Skilled,Skilled,Transfer/Other,1,Single,Portuguese,0.3333333333333333,0.0,2,12,12,-12.5,Low Load,0,0,16.5,-0.3260869565217391,1
Single,Change in course,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,2nd cycle general high school,Unknown,Blank,Blank,No,0,0,0,Male,0,34,No,6,10,10,7,12.142857142857142,0,4,9,9,4,12.25,0,7.6,2.6,0.32,Dropout,Unknown,Secondary/Technical,Secondary/Technical,Management,Unemployed,Unemployed,Transfer/Other,1,Single,Portuguese,0.7,0.4444444444444444,11,19,19,0.10714285714285765,Low Load,0,0,10.2,8.125,1
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Can read (no 4th year),Other Situation,Skilled Industry Workers,No,0,0,1,Male,0,28,No,0,5,5,3,12.0,0,0,5,5,3,11.333333333333334,0,7.6,2.6,0.32,Dropout,Basic,Secondary/Technical,Secondary/Technical,Health,Unemployed,Skilled,Unknown,1,Single,Portuguese,0.6,0.6,6,10,10,-0.6666666666666661,Low Load,0,0,10.2,8.125,0
Single,2nd phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Technicians & Professionals,No,0,0,1,Male,0,24,No,0,6,6,4,11.25,0,0,6,6,4,10.428571428571429,0,10.8,1.4,1.74,Enrolled,Secondary/Technical,Secondary/Technical,Secondary/Technical,Management,Skilled,Technical,General,1,Single,Portuguese,0.6666666666666666,0.6666666666666666,8,12,12,-0.8214285714285712,Low Load,0,0,12.200000000000001,0.8045977011494252,0
Single,1st phase—general contingent,3,Journalism and Communication,Daytime,Secondary education,Portuguese,2nd cycle general high school,Secondary Education,Service/Sales/Security,Armed Forces,Yes,0,0,0,Male,0,19,No,0,4,3,0,0.0,1,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Dropout,Secondary/Technical,Secondary/Technical,Secondary/Technical,Communication,LowSkill,ArmedForces,General,3,Single,Portuguese,0.0,0.0,0,10,9,0.0,Low Load,0,0,8.6,0.25641025641025644,1
Single,2nd phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Machine Operators,No,0,1,0,Male,0,20,No,0,6,6,5,12.4,0,0,6,6,4,13.0,0,13.9,-0.3,0.79,Enrolled,Secondary/Technical,Secondary/Technical,Secondary/Technical,Management,Skilled,LowSkill,General,1,Single,Portuguese,0.8333333333333334,0.6666666666666666,9,12,12,0.5999999999999996,Low Load,0,0,13.6,-0.37974683544303794,2
Single,1st phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Administrative Staff,Administrative Staff,Yes,0,0,1,Male,1,20,No,0,6,6,6,12.833333333333334,0,0,6,4,6,12.666666666666666,2,16.2,0.3,-0.92,Graduate,Basic,Secondary/Technical,HigherEd,Communication,Skilled,Skilled,General,1,Single,Portuguese,1.0,1.0,12,12,10,-0.16666666666666785,Low Load,0,0,16.5,-0.3260869565217391,1
Single,1st phase—general contingent,1,Informatics Engineering,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Farmers/Ag Workers,No,0,0,1,Male,0,19,No,0,5,5,1,13.0,0,0,5,5,2,10.0,0,9.4,-0.8,-3.12,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Engineering,LowSkill,LowSkill,General,1,Single,Portuguese,0.2,0.4,3,10,10,-3.0,Low Load,0,0,8.6,0.25641025641025644,0
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Cannot read/write,Secondary Education,Service/Sales/Security,Farmers/Ag Workers,No,0,1,0,Male,0,34,No,5,7,7,5,12.0,0,3,7,7,3,11.666666666666666,0,8.9,1.4,3.51,Dropout,Secondary/Technical,Secondary/Technical,Basic,Health,LowSkill,LowSkill,Unknown,1,Single,Portuguese,0.7142857142857143,0.42857142857142855,8,14,14,-0.3333333333333339,Low Load,0,0,10.3,0.39886039886039887,2
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Machine Operators,Yes,0,0,1,Male,0,19,No,0,6,6,2,12.0,0,0,6,6,1,13.0,0,7.6,2.6,0.32,Dropout,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,General,1,Single,Portuguese,0.3333333333333333,0.16666666666666666,3,12,12,1.0,Low Load,0,0,10.2,8.125,0
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Machine Operators,No,0,0,1,Male,0,34,No,0,7,7,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,Unknown,1,Single,Portuguese,0.0,0.0,0,14,14,0.0,Low Load,0,0,13.6,-0.37974683544303794,0
Single,Over 23 years old,1,Management,Daytime,Other—11th year,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,0,0,1,Male,0,29,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,Basic,Secondary_Incomplete,Secondary/Technical,Management,LowSkill,LowSkill,Unknown,1,Single,Portuguese,0.0,0.0,0,10,10,0.0,Low Load,0,0,8.6,0.25641025641025644,0
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Administrative Staff,No,0,0,1,Male,0,30,No,0,6,6,6,11.375,0,0,6,6,5,11.6,0,13.9,-0.3,0.79,Graduate,Basic,Secondary/Technical,Secondary/Technical,Agriculture,LowSkill,Skilled,Unknown,1,Single,Portuguese,1.0,0.8333333333333334,11,12,12,0.22499999999999964,Low Load,0,0,13.6,-0.37974683544303794,0
Single,Change in institution/course,1,Advertising and Marketing Management,Daytime,Basic education 3rd cycle,Portuguese,Bachelor’s Degree,Secondary Education,Technicians & Professionals,Armed Forces,No,0,1,1,Male,0,32,No,1,6,6,2,12.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,Secondary/Technical,Basic,HigherEd,Management,Technical,ArmedForces,Transfer/Other,1,Single,Portuguese,0.3333333333333333,0.0,2,12,12,-12.0,Low Load,0,0,11.7,0.297029702970297,1
Single,1st phase—general contingent,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Scientific Specialists,Unskilled Workers,Yes,0,0,1,Male,0,26,No,0,6,6,6,11.833333333333334,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Enrolled,Secondary/Technical,Secondary/Technical,HigherEd,Social,Professional,LowSkill,General,1,Single,Portuguese,1.0,1.0,12,12,12,-0.16666666666666785,Low Load,0,0,12.200000000000001,0.8045977011494252,0
Married,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Administrative Staff,Skilled Industry Workers,No,0,0,1,Male,0,34,No,0,6,6,1,12.0,0,0,6,5,2,10.5,1,16.2,0.3,-0.92,Dropout,Basic,Secondary/Technical,Secondary/Technical,Agriculture,Skilled,Skilled,Transfer/Other,1,Married,Portuguese,0.16666666666666666,0.3333333333333333,3,12,11,-1.5,Low Load,0,0,16.5,-0.3260869565217391,0
Single,Over 23 years old,1,Informatics Engineering,Daytime,Secondary education,Portuguese,Secondary Education,Other—11th Year,Administrative Staff,Technicians & Professionals,No,0,0,1,Male,0,27,No,1,6,6,3,12.0,0,2,6,6,2,11.0,0,13.9,-0.3,0.79,Dropout,Secondary_Incomplete,Secondary/Technical,Secondary/Technical,Engineering,Skilled,Technical,Unknown,1,Single,Portuguese,0.5,0.3333333333333333,5,12,12,-1.0,Low Load,0,0,13.6,-0.37974683544303794,0
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Accounting & Admin course,Secondary Education,Service/Sales/Security,Skilled Industry Workers,Yes,0,0,1,Male,1,18,No,0,6,6,6,12.714285714285714,0,0,6,6,5,11.833333333333334,0,13.9,-0.3,0.79,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Communication,LowSkill,Skilled,General,1,Single,Portuguese,1.0,0.8333333333333334,11,12,12,-0.8809523809523796,Low Load,0,0,13.6,-0.37974683544303794,1
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,0,0,1,Male,1,18,No,0,8,8,8,15.3,0,0,8,8,8,15.3,0,9.4,-0.8,-3.12,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,1,Single,Portuguese,1.0,1.0,16,16,16,0.0,Low Load,0,0,8.6,0.25641025641025644,1
Married,Over 23 years old,2,Agronomy,Daytime,Basic education 3rd cycle,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Administrative Staff,Legislative/Executive Officers,No,0,0,0,Male,0,32,No,2,8,6,2,11.5,2,0,7,7,0,0.0,0,15.5,2.8,-4.06,Dropout,Basic,Basic,Secondary/Technical,Agriculture,Skilled,ArmedForces,Unknown,2,Married,Portuguese,0.25,0.0,2,15,13,-11.5,Low Load,0,0,18.3,-0.6896551724137931,1
Single,Technological specialization diploma holders,1,Informatics Engineering,Daytime,Technological specialization course,Portuguese,Higher Education Degree,Basic Education 3rd Cycle,Technicians & Professionals,Administrative Staff,No,0,0,1,Male,0,20,No,0,5,5,1,13.0,0,0,5,5,3,12.6,0,12.4,0.5,1.79,Enrolled,Basic,Secondary/Technical,HigherEd,Engineering,Technical,Skilled,Transfer/Other,1,Single,Portuguese,0.2,0.6,4,10,10,-0.40000000000000036,Low Load,0,0,12.9,0.27932960893854747,0
Single,Change in course,1,Agronomy,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Legislative/Executive Officers,Scientific Specialists,No,0,0,1,Male,0,22,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,HigherEd,Secondary/Technical,HigherEd,Agriculture,ArmedForces,Professional,Transfer/Other,1,Single,Portuguese,0.0,0.0,0,12,12,0.0,Low Load,0,0,16.5,-0.3260869565217391,0
Divorced,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Technicians & Professionals,Technicians & Professionals,No,0,0,1,Female,0,32,No,0,7,7,0,0.0,0,0,8,8,0,0.0,0,12.4,0.5,1.79,Dropout,Basic,Secondary/Technical,Secondary/Technical,Health,Technical,Technical,Unknown,1,Separated/Divorced,Portuguese,0.0,0.0,0,15,15,0.0,Low Load,0,0,12.9,0.27932960893854747,0
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,0,0,1,Female,0,21,No,0,5,5,4,11.0,0,0,5,5,5,12.0,0,7.6,2.6,0.32,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,LowSkill,General,1,Single,Portuguese,0.8,1.0,9,10,10,1.0,Low Load,0,0,10.2,8.125,0
Single,2nd phase—general contingent,4,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Skilled Industry Workers,No,0,0,0,Female,0,19,No,0,6,6,3,12.666666666666666,0,0,6,6,5,13.125,0,10.8,1.4,1.74,Dropout,Secondary/Technical,Secondary/Technical,Secondary/Technical,Management,Skilled,Skilled,General,4,Single,Portuguese,0.5,0.8333333333333334,8,12,12,0.4583333333333339,Low Load,0,0,12.200000000000001,0.8045977011494252,1
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Unskilled Workers,Yes,0,0,1,Female,1,18,No,0,6,6,6,13.5,0,0,6,6,6,14.0,0,8.9,1.4,3.51,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Communication,LowSkill,LowSkill,General,1,Single,Portuguese,1.0,1.0,12,12,12,0.5,Low Load,0,0,10.3,0.39886039886039887,1
Single,1st phase—general contingent,4,Management,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Skilled Industry Workers,Yes,0,0,1,Female,1,18,No,0,5,5,5,12.0,0,0,5,5,5,11.4,0,8.9,1.4,3.51,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Management,LowSkill,Skilled,General,4,Single,Portuguese,1.0,1.0,10,10,10,-0.5999999999999996,Low Load,0,0,10.3,0.39886039886039887,1
Single,Holders of other higher courses,1,Management,Daytime,Higher education—bachelor’s degree,Portuguese,Higher Education Degree,Basic Edu 1st Cycle,Scientific Specialists,Service/Sales/Security,Yes,0,1,0,Female,0,34,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,Basic,HigherEd,HigherEd,Management,Professional,LowSkill,Transfer/Other,1,Single,Portuguese,0.0,0.0,0,10,10,0.0,Low Load,0,0,18.3,-0.6896551724137931,2
Single,2nd phase—general contingent,3,Basic Education,Daytime,Secondary education,Portuguese,2nd cycle general high school,Unknown,Student,Student,Yes,0,0,1,Female,0,21,No,0,6,6,5,11.8,0,0,6,6,4,10.5,0,7.6,2.6,0.32,Dropout,Unknown,Secondary/Technical,Secondary/Technical,Education,Unemployed,Unemployed,General,3,Single,Portuguese,0.8333333333333334,0.6666666666666666,9,12,12,-1.3000000000000007,Low Load,0,0,10.2,8.125,0
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,2nd cycle general high school,Basic Edu 1st Cycle,Service/Sales/Security,Service/Sales/Security,No,0,0,0,Female,0,21,No,0,6,6,2,11.5,0,0,6,6,1,13.0,0,9.4,-0.8,-3.12,Dropout,Basic,Secondary/Technical,Secondary/Technical,Social,LowSkill,LowSkill,General,1,Single,Portuguese,0.3333333333333333,0.16666666666666666,3,12,12,1.5,Low Load,0,0,8.6,0.25641025641025644,1
Single,1st phase—general contingent,1,Management (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Technicians & Professionals,No,0,0,1,Male,0,26,No,0,5,5,2,11.5,0,0,5,5,3,12.0,0,7.6,2.6,0.32,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Management,LowSkill,Technical,General,1,Single,Portuguese,0.4,0.6,5,10,10,0.5,Low Load,0,0,10.2,8.125,0
Single,1st phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Technicians & Professionals,Yes,0,0,1,Female,0,19,No,0,7,7,6,14.616666666666667,0,0,7,7,6,14.616666666666667,0,7.6,2.6,0.32,Graduate,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,Technical,General,4,Single,Portuguese,0.8571428571428571,0.8571428571428571,12,14,14,0.0,Low Load,0,0,10.2,8.125,0
Single,1st phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,0,0,1,Female,1,19,No,0,8,8,7,14.06,0,0,8,8,7,14.06,0,10.8,1.4,1.74,Enrolled,Basic,Secondary/Technical,Secondary/Technical,Health,LowSkill,LowSkill,General,6,Single,Portuguese,0.875,0.875,14,16,16,0.0,Low Load,0,0,12.200000000000001,0.8045977011494252,1
Single,2nd phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Armed Forces,No,0,1,1,Female,0,18,No,0,6,6,4,11.0,0,0,6,6,3,11.333333333333334,0,7.6,2.6,0.32,Dropout,Secondary/Technical,Secondary/Technical,Secondary/Technical,Management,LowSkill,ArmedForces,General,1,Single,Portuguese,0.6666666666666666,0.5,7,12,12,0.3333333333333339,Low Load,0,0,10.2,8.125,1
Single,Holders of other higher courses,1,Management,Daytime,Higher education—degree,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,0,0,1,Female,0,25,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,Basic,HigherEd,Secondary/Technical,Management,LowSkill,LowSkill,Transfer/Other,1,Single,Portuguese,0.0,0.0,0,10,10,0.0,Low Load,0,0,16.4,-2.1764705882352944,0
Single,1st phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Secondary Education,Service/Sales/Security,Administrative Staff,Yes,0,0,1,Female,0,19,No,6,14,9,7,12.192307692307692,5,6,14,9,7,12.192307692307692,5,7.6,2.6,0.32,Graduate,Secondary/Technical,Secondary/Technical,Secondary/Technical,Health,LowSkill,Skilled,General,6,Single,Portuguese,0.5,0.5,14,28,18,0.0,Medium Load,0,0,10.2,8.125,0
